source,target,direction,origin
Et la beauté des voyages se trouvent aussi dans le fait de rencontrer ces personnes au quotidien,eye nusi nyo le mɔzɔzɔ̃ me enye woado go amesiwo tɔgbe,fra-ewe,afrolingu
Coup dur pour l’AC Milan,nuwo sesẽ na AC Milan,fra-ewe,afrolingu
nye agbetaɖodzinue nye be madzi ha,"Ma raison de vivre, c’est chanter",ewe-fra,afrolingu
Lancé Cissé nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla zu nutomedzikpɔla gɔmenɔla le keur mbuki.,"Monsieur Lancé CISSE, Agent technique d’élevage, matricule de solde 513 733/Z, précédemment Adjoint au Sous-préfet de l’Arrondissement de Saré Bidji , est nommé Sous-préfet de l’Arrondissement de Keur Mboucki, Département de Birkilane, en remplacement de Monsieur Cheikh Anta DIENG, appelé à d’autres fonctions",ewe-fra,mafand
Jessica medo awu o eye wobla abɔ ɖe eɖokui ɖewoɖewoe,"Jessica était à moitié nue, couvrant négligemment le haut de son corps par ses bras",ewe-fra,afrolingu
L’argent versé au monarque aurait été utilisé pour le service public si le Trésor n’avait pas dû renflouer ses caisses,Ga si wonae anye ne wotsɔ wɔdudɔ hafi.,fra-ewe,mafand
""" ne nya siawo le susu tɔ́tɔm nam la, meɖoa ŋku tɔnye ƒe agbalẽ """"ne woɖo ƒè wo la"""" la dzie""","Hélas, chaque fois que ces questions me taraudent l’esprit, je me rappelle des durs mais combien véridiques propos de mon père, dans sa lettre « Lorsqu’on a ton âge »",ewe-fra,afrolingu
Il suffit d’un bon leader pour changer la destinée d’un pays“,Kplɔla adodui koe nana du trɔna.,fra-ewe,mafand
Moi j'ai du faire commissariats enceinte jusqu'au cou.,aɛ geɖewo ƒoƒu ɖe dɔwɔƒe la ŋgɔ,fra-ewe,afrolingu
"miese egɔme be mexlɔ̃nu mi be miaxlẽ « Baba Segi, ses épouses, leurs secrets »,","» Vous l'avez compris, je vous recommande de lire « Baba Segi, ses épouses, leurs secrets »,",ewe-fra,afrolingu
gake menye nyɔnuwo katãe le alea o,"""""""Or, toutes les femmes ne sont pas pareilles. """"""",ewe-fra,afrolingu
""""""" Et vous l'avez accepté.""",eye mida asi ɖe edzi,fra-ewe,afrolingu
"Ce qu’il faut savoir  Par exemple, vous pouvez payer votre terrain en 2010 lorsque la valeur était à 500",Minyae be miate ŋu aƒle anyigba le ƒè 2010 me esimle  me esime ho la nye 500.,fra-ewe,mafand
"Pis, il est difficile, selon le scientifique sénégalais, de connaître de manière précise les différentes molécules qui composent la substance",Gawu la Senegal aɖaŋunumekalawo be yewomete ŋu de dsesi dɔyɔnu siwo nɔ amatsia me gobii o.,fra-ewe,mafand
""": """"Il faut penser à tout ces petits producteurs qui se lancent et qui """" ne disposent pas de moyens pour acquérir une quelconque certification qui reconnaîtrait de la qualité des produits proposés. """"""","esi tsi meƒoa agbalẽkotoku o ɖe, ŋuɖoɖo bubu ka susum wole mahã?",fra-ewe,afrolingu
Xɔlɔ̃nyewo dometɔ ɖeka ŋlɔnu ɖe Snapchat di be subɔsubɔ nye nuaɖe si le wo kple Mawu dome,"Une de mes amies a publié sur Snapchat « la religion est quelque chose entre vous et Dieu,",ewe-fra,afrolingu
mekpɔna be mexɔ kafukafuwo wu alesi medzenɛ,"J'ai souvent eu l'impression d'avoir plus de félicitations que je n'en méritais,",ewe-fra,afrolingu
ɖoɖo siwo Afrika kple yevu ƒe gbadagbawo wɔ la wɔe be woxɔ ŋusẽ geɖee le gaymen wo si,"""""""Required fields are marked * email * website * Suite à de nombreuses mesures appliquées par les forces de sécurité tant africaines qu'occidentales, la marge de manoeuvre des gaymen est aujourd'hui tres réduite. """"""",ewe-fra,afrolingu
C'est là que se jouent les dynamiques silencieuses de la stigmatisation et de la dégradation.,afi siae zikpizilawo le dɔ wɔm lee nye esia,fra-ewe,afrolingu
"– I don’t know… I am looking for something simple at the moment and if that’s how we start, I am not sure about whether we should keep on",Nyemenya o ela be nyemele tsukaɖanu aɖeke dzim fifia o eye ne nenema miadze egɔme la nyemenya ale si edziyiyi anɔ o,fra-ewe,afrolingu
"esia wɔbe le medina la, yuɖatɔ siwo wowɔ ƒoƒose kpli la dometɔ aɖewo dze ɖoɖowɔwɔ be yewoawu profetaa","Au point où même à l’intérieur de Médine, des juifs avec qui il avait pourtant signé un pacte, ont comploté pour tuer le prophète Muhammad (saw)",ewe-fra,afrolingu
L’objectif ne devrait pas être de courir de concours en concours,menye hoʋiʋliwo me yiyie nye nya o,fra-ewe,afrolingu
Nyadzikpɔla la da asi ɖe numekuku si de megbe na nua la dzi le ƒè enyi megbe esi wode sarkozy kple eŋume geɖewo nya mee.,"Saisie par l’ex-chef de l’État et plusieurs de ses proches mis en cause dans l’enquête, la chambre de l’instruction a ainsi validé les investigations lancées il y a huit ans dans ce dossier aux multiples ramifications",ewe-fra,mafand
"Ke hã numekulawo be dɔ eve sia léle ɖe du mes,ogb,o o.",Les auteurs des travaux se veulent toutefois rassurants : la probabilité de contracter les 2 pathologies demeure relativement faible,ewe-fra,mafand
"J'ai google « free things to do in San Francisco »,",Medi nusiwo matem wɔ bɔbɔe le San Francisco le google di,fra-ewe,afrolingu
nye meɖoŋu ɣeyiyi si melɔ̃ africa gbãlɛ aɖe kpɔ o,"Je ne me rappelle pas la dernière fois que j'ai été autant captivée par une romance Africaine,",ewe-fra,afrolingu
Dziɖuɖua de bubu dumevi siwo kpɔ kú le akpasesẽduxɔnu siwo va eme le anyɔnyɔ 23 lia le ƒè 1986 lia me dzie.,"Le Gouvernement a rendu hommage, ce mercredi 23 septembre 2020, aux compatriotes victimes de l’agression terroriste du 23 septembre 1986",ewe-fra,mafand
"Selon La Lettre du Continent, le président Macron a désigné Jean-Christophe Belliard comme nouvel ambassadeur de France en Côte d’Ivoire",Wobe jean christophe bellard zu frãsedukɔteƒenɔla le Cote divoire.,fra-ewe,mafand
"Parce que lorsqu’une personne entre dans la négativité en ligne, les effets se font ressentir de manière exponentielle","Elabena ne ame aɖe dze gbegblẽ me le yaʋala dzi la, enuwɔnawo ga dzia ɖe edzi wu.",fra-ewe,mafand
"Immédiatement, Kalilou se réveilla dans une pauvre case.",Enumake Kalilu fɔ le anyixɔ dahe aɖe me.,fra-ewe,afrolingu
"Ils ont certes l’avantage de permettre à plus de personnes de vous connaitre, de vous aider à rencontrer des gens qui vous suivent en ligne, mais ils vous font répéter les mêmes choses et vous prennent également beaucoup de temps qui aurait pu être mis à profit en faisant le travail pour lequel on vous félicite",esiwo yo elabe wonaa be ame si wo xlẽ wo nuwo la anya wo nyui gake egblẽa ɣeyiɣi geɖe elabe amewo woa eŋudɔ anɔ nya siwo wonya tsã la biam eye eye sia anyo na dɔ bubu si ta wole dɔnɔ dom na wo la wɔwɔ boŋ,fra-ewe,afrolingu
"Les masques, les confinements",Motsyɔ̃nu kple amedede xɔmee.,fra-ewe,mafand
Ke hã ame sia ame mele veve sem le nɔnɔme ɖeka nu o.,"Mais tout le monde ne souffre pas de la même façon », a souligné la célèbre adolescente dans un communiqué",ewe-fra,mafand
"On ne sait plus où tendre l'oreille ni sur quel rythme danser,",mimeganya esi miase alo esi dzi mia ɖu ɣe ɖo o,fra-ewe,afrolingu
"Toi, entama le vieux dès que l’igname pilée fut servie, prochainement il faut prévenir de ton arrivée pour que la pâte soit pilée en conséquence, ou bien","esi woka fufua la, egblɔ nam be ne agava la, na mianya alebe woato fufua ɖe nu wo esea",fra-ewe,afrolingu
esiae nye nu yeye wɔwɔ ɖoɖo,Il s’agit du rituel de la créativité et de l’innovation,ewe-fra,afrolingu
"Un rapport du CHU de Besançon explique que l’acide glycyrrhizique peut devenir dangereux pour l’homme à une dose comprise entre 0,7 et 1,14 g/l pour une durée d’intoxication de deux à trois mois","Wobe ne nufianu ma de lita fa alo 1kple kake 4 la, ekem anye aɖinu na ame ɣleti etɔ̃ sɔŋ.",fra-ewe,mafand
"""Le probleme est le mm partout I mean en Afrique dans certains pays . """"""","nenye be ŋutasẽʋawɔwɔ tso ŋutasẽme ɖee, ɖee nu sie dziɖuɖua wɔna ahesẽ ;,nuta le dukɔa ŋuhã nye ŋutsas̃ʋa ma hã",fra-ewe,afrolingu
1. Toute personne a le droit de circuler librement et de choisir sa résidence à l'intérieur d'un Etat.,1-ame ɖe sia ɖe kpɔ mɔ aɖi tsa eye woawɔ nɔƒe na eɖokui le du aɖe si nyo eŋu la me,fra-ewe,afrolingu
"Pour cette première édition, trois projets ont été récompensés dont un au Maroc, un au Sénégal, et l’association Claire Amitié en Côte d’Ivoire","le wɔna gbãtɔ sia me la, wokpe ɖe ɖoɖowɔwɔ et$ ŋu: Maroc, Senegal kple Calire amoitié le Bouaké",fra-ewe,afrolingu
"to egbɔ be koronadɔ li hã, aƒetɔa be kakaɖedzi li be akɔa me nakɔ abe ƒè 2015 tɔ ke ene","En dépit de la crise sanitaire liée à la COVID-19, toutes les dispositions sont prises pour que cette élection soit apaisée et transparente, à l’image de celle de 2015 », a indiqué M",ewe-fra,afrolingu
"Et, j'ai pensé que le rouge à lèvres pouvait aider,",eye mesusu be nuɣidzinuɖoɖo akpeɖe ŋunye,fra-ewe,afrolingu
"le nye tsitsi kple nye nuxexlẽ de to me la, meɖo nya hehe aɖewo be mawɔ nae kuɖe eƒe agbãlɛ aɖewo dzi","En grandissant et en élargissant mon champ de lecture, j'avais des critiques à lui faire sur ses récents ouvrages,",ewe-fra,afrolingu
yaʋala kadede hiã hena agbalẽ siawo ʋuʋu,"""""""Pour ouvrir un fichier ou pour l'enregistrer, il faut une connexion Internet. """"""",ewe-fra,afrolingu
"On n'a pas de vraie stratégie inscrite dans le sol,",mieɖo susu vavã aɖeke hã fifia o,fra-ewe,afrolingu
C’est très important pour nous,Esia le vevie na mi.,fra-ewe,mafand
Dre sera l’un des plus médiatisés de ces dernières années,DRE ƒe kakalã ade du le ƒè siwo gbɔna la me,fra-ewe,afrolingu
ayemɔnu si dzi woato aheto na dziɖuaɖua la enye hlɔ̃donuwɔwɔ tso blema ke,"""Donc historiquement, on peut considérer que le terrorisme ne perd pas son caractere lorsqu'il est développé comme une stratégie de répression par l'Etat. """"""",ewe-fra,afrolingu
mega susui gɔ̃ o,Inutile de songer le contredire,ewe-fra,afrolingu
"L’objectif étant de les informer que les candidatures ont été reçues, examinées et enregistrées rapporte Sputnik",Sputnik be wowɔa esia ana ameawo nanya be yewoxɔ ŋkɔawo hede wo agbalẽ mee.,fra-ewe,mafand
ele agbãlɛaɖe si ƒe kɔla nye blɔ la ɖe asi,"Elle tient en main un livre à la couverture bleue,",ewe-fra,afrolingu
Il y a vraiment lieu de préciser que les choses prennent des accents de guerre pour l’élection du 18 octobre 2020,Medi be mate gbe ɖe edzi be nuawo le dzedzem abe akɔ si akpɔ emevava le kele 18 loa gbe la le abe aʋamee miele ene.,fra-ewe,mafand
Et je peux t’assurer que tu n’as pas fini d’être puni,eye maka ɖe edzi na wo be womekpɔp he tó nawo vɔ o,fra-ewe,afrolingu
Nu sia nu yi nyuie.,Tout est bien qui finit bien,ewe-fra,mafand
"Comment as-tu osé,",aleke na teŋui,fra-ewe,afrolingu
Je peux te raconter les nuits passées à réfléchir à un prénom à la hauteur du sentiment que j’avais déjà pour toi,zã siwo mewɔa anɔ ŋkɔ dim na wo kple lɔlɔ̃ si meadzra ɖo ɖi na wo la,fra-ewe,afrolingu
Je n’accepte pas que les Marseillais soient victimes de décisions politiques que personne ne peut comprendre,Nyemalɔ̃ be Marseilletɔwo nanye gbɔ ayi asi na politikiɖoɖo aɖeke i gɔme ame aɖeke mese o.,fra-ewe,mafand
ewɔ atu na nye kple mamaa siaa,Elle vint me faire la bise et fit de même à sa grand-mère,ewe-fra,afrolingu
"Les étudiants n'ont pas l'occasion de mettre en pratique toutes les théories apprises et obtiennent leurs diplômes sans réel savoir-faire,",nusrɔ̃lawo meɖoa mɔnukpɔkpɔ tsɔa nusi wosrɔ̃ la de dɔ wɔwɔ me o,fra-ewe,afrolingu
"« Le pouvoir et la notoriété n’excusent rien, mais en tant que mère afin de demander pardon pour lui tout en condamnant ce qui a été fait », a-t-elle ajouté",Mele esia gblɔm be maɖe kuku ɖe eta abe nɔ ene ahe ɖeha nu si wowɔ la be menyo o.,fra-ewe,mafand
"Jessica, frã akpe eve le asiwoa?","Dis, Jessica, tu as un billet de 2000 là-bas?",ewe-fra,afrolingu
Elle a encore ouvert sa grande bouche et un deuxième coup a suivi,ega ʋu eƒe nu gã ma eye kɔ evelia hã gadzée,fra-ewe,afrolingu
Des hommes pourront également s’inscrire en cours du soir à la rentrée,ŋutsuwo hã ate ŋu aŋlɔ ŋkɔ na ɣetrɔnusɔsrɔ̃ ne sukua dze egɔme la,fra-ewe,afrolingu
Wobe wokpɔ nudzodzoe mawo ƒe ha gã aɖe le istanbul kɔ geɖe mee.,"Selon le journal HaberTurk, d’importantes concentrations de ces dangereux insectes ont été détectées dans plusieurs quartiers d’Istanbul, et les chercheurs estiment que l’espèce est capable de s’adapter facilement à de nouvelles conditions",ewe-fra,mafand
Générer de l'argent par ses propres activités est la meilleure maniere d'accroitre sa compétitivité et son autonomie de gestion.,ame dze nunyawoe wole be woatsi azɔ̃ hena dɔwɔwɔ le tsɔ ƒe mɔɖaŋu dɔwɔwɔƒewo,fra-ewe,afrolingu
ame siwo xɔ bac ɖaseɖigbalẽ teti koe mawɔ dɔ kple,"J’ai décidé de travailler majoritairement avec des jeunes qui ont au moins le bac et qui sont soit étudiants, soit en quête d’emploi",ewe-fra,afrolingu
wonyam enu enu zi eve,"""Deux fois de suite j'ai été renvoyée. """"""",ewe-fra,afrolingu
"Dans des conditions parfois difficiles, la GIZ soutient des processus complexes de changement et de réforme",GIZ kpea ɖe dunyaɖɔɖɔɖonyawo ŋu le kuxi me le ɣe aɖewo ɣi.,fra-ewe,mafand
Dziɖuɖuanyanuɖela xoxoa be yeɖa adze heʋli Macron ta.,L’ancienne porte-parole du gouvernement français a ainsi avoué avoir menti afin de “protéger la vie privée” d’Emmanuel Macron,ewe-fra,mafand
"Je suis rentrée à la maison et je suis allée faire un tour au Centre Eulis pour voir comment ça allait,",meyi aƒeme eye meyi ɖakpɔ alesi nuwo le yiyim le centre Eulis,fra-ewe,afrolingu
"Même en ajoutant l’indicatif des Etats-Unis, vous ne pourrez que tomber sur un message vocal de l’ancien président, vous invitant à envoyer un SMS","Ne eƒo dua dzesi hã, ɖeko nase dukplɔla xoxoa gbe woabe naɖo lɛtavi ɖoɖe ye boŋ.",fra-ewe,mafand
egbee nye egbe,Aujourd’hui c’est aujourd’hui,ewe-fra,afrolingu
"Comment avoir une respectable érection quand on vient de perdre son job, et qu’on n’a même pas de quoi payer la passe au bordel",ale ke woate ŋu ali aʋã nyui ne dɔ megale asi wo o eye mate ŋu axe xɔga hã na gboloa o maha,fra-ewe,afrolingu
St germain ƒe muse maku o.,La ‘muse de Saint-Germain-des-Prés’ est immortelle,ewe-fra,mafand
ke mebia ɖokuinye se amea ɖɔliwo le gaƒoƒo ma me,"Mais je me demandais si quelqu'un avait échangé les ordinateurs à ce moment là ,",ewe-fra,afrolingu
"""""""Mon attention a été particulierement attirée par la désignation de ces personnes violées (enrôlées de force, donc violées !) au quotidien. """"""",metrɔ nye susu va amesiwo gbɔ wodɔa akpasesẽtɔe gbe sia gbe la ŋu,fra-ewe,afrolingu
wobe ame siwo ɖua nu siwo me fɔ̃nyi le la le woɖokuiwo dem afɔku me,"Les données de l’ingestion indiquent que les gros consommateurs de confiserie à la réglisse ou de tisanes contenant de la réglisse risquent une exposition à l’acide glycyrrhizique supérieure à 100 mg/jour », écrivaient par ailleurs en 2005 l’Organisation des Nations Unies pour l’Alimentation et l’Agriculture et l’Organisation mondiale de la Santé",ewe-fra,afrolingu
"L’avocate a notamment rapporté des propos “inexacts” dans le livre, dont certains concernent directement le prince Charles",Eɖe nya aɖewo si nye adze la ɖe go le agbalẽa me eye woku ɖe fiavi Charles ŋu.,fra-ewe,mafand
"Son destin se trouvait dans ce pays de 5 million d'habitants dont elle ne parlait même pas la langue,",eƒe tsɔme va tsi ame milon atɔ̃ du si menya woƒe gbe dodo gɔ hã o,fra-ewe,afrolingu
Xɔnye sɔgbe le afi sia.,Je laisse beaucoup d’amis ici,ewe-fra,mafand
ɖewo ɖua feŋu le eŋu le eƒe amedzrovilɔlɔ̃ ŋu eye ɖewo biana se be ɖee wole kple Dave hena agbalẽxɔxɔ mahã?,Certains la taquinaient sur son côté Baoulé camouflé pendant que d’autres lui demandaient si elle était avec Dave pour avoir les papiers,ewe-fra,afrolingu
Ebe nyamawo dze va yi hafi woɖe go sime nuawo dzɔ le la ɖe go.,"“Ces propos ont été rapportés de manière parcellaire”, a-t-elle d’abord affirmé ce mercredi 23 septembre, avant de préciser son contexte",ewe-fra,mafand
"Par ailleurs, ce projet rejeté par les députés de son propre parti également, devrait lui permettre de faire un 3e mandat en cas de sa réélection à la prochaine présidentielle",Se sie eƒe sewɔƒemenɔlawp gɔ̃ hã ƒu gbe la anye ne eɖe mɔ nae woagawɔ dziɖuɖuŋudɔ zi 3 lia nenye be woga tsĩae la.,fra-ewe,mafand
eƒe asiwo dze ʋuʋum,Ses doigts se mirent à trembler légèrement,ewe-fra,afrolingu
eya si woɖe fia la anyɔnyɔ ƒe gɔmedzedze la gblɔ be enye dzidzɔ na ye be yege ɖe ha gãtɔ le xexeame la me,"Présenté début septembre, le milieu de terrain bosnien s’est dit très heureux de signer dans l’un des plus grands clubs du monde",ewe-fra,afrolingu
Il faisait partie de ceux qui maltraitaient les musulmans,enye ame siwo wɔa fu mɔslɛmtɔwo dometɔ ɖekae,fra-ewe,afrolingu
Ke du aɖewo be dodokpɔa mawu ;keke etɔ̃ hafi woage ɖe dua me o esia tae dodokpɔwɔƒeawo ɖona ɖoe.,"Mais certains pays exigent un test négatif de moins de 72 heures pour pouvoir entrer sur le territoire, ce qui a pour effet d’engorger les laboratoires",ewe-fra,mafand
Amegbetɔ ƒe susu ƒe akpa ɖe li si klẽna le ele ŋku ɖom nu nyuiwo dzi.,"L’être humain forme des pensées séparées de ses circonstances actuelles probablement grâce à un groupe de régions du cerveau appelé le réseau de mode par défaut, qui s’illumine d’activité lorsque vous fantasmez",ewe-fra,mafand
"Gododoa va eme kple ame siwo ʋlia sɔhɛwo, wɔmiwo kple amewo ƒe dzena ta la dome.",Il a également admis être en possession d’un certain nombre d’armes,ewe-fra,mafand
Ede abi nyɔnuvia ŋu vie eye woyiɖa samae.,La victime n’a été que légèrement blessée et a porté plainte,ewe-fra,mafand
ɖokuisi dɔwɔƒewo metsɔa emetsonu nana eɖolawo o ke dɔwɔƒe gbɔloe wɔnae,"La différence entre une ONG avec des services payants et une entreprise, c’est que l’ONG ne peut pas reverser les dividendes à ses actionnaires",ewe-fra,afrolingu
"Mais parfois, le chemin pour acquérir le lopin de terre peut être semé d’embûches avec le phénomène de double ou triple ventes",Ke eƒeƒle zua nya le zigbɔzi eve niudzadzra alo etɔ nudzadzra ta.,fra-ewe,mafand
"désormais, je suis maigre comme un clou de cadre pour photo",meɖi ku abe zogbeti ene,fra-ewe,afrolingu
Et c’est ainsi que la police a pu l’identifier,Mixlẽ Tipping point miakpɔ wo.,fra-ewe,mafand
Le trɔtrɔ sia nu eɖe asi le dzesi 31 ŋu hetsɔ 22 sie Vidal dona tsã lae.,"Avec ce changement de statut, il a décidé de laisser le numéro 31 pour le numéro 22 que portait Arturo Vidal",ewe-fra,mafand
"Mais celle-ci est uniquement conditionnée à un éventuel départ de Diego Costa, l’international Espagnol",Wobe ava ne Diego costa nlɔ̃ dzo la ko.,fra-ewe,mafand
nye mekpɔ dzidzɔ le dugbãlɛdzraɖiƒe o,"Je n'ai pas eu plus de chance à la Bibliothèque Nationale,",ewe-fra,afrolingu
Nahoualakaha gɔme enye amevikɔƒe,"Nahoualakaha signifie village de l'homme maigre,",ewe-fra,afrolingu
"""""""Photo: Pro Bottin Au Cameroun comme dans de nombreux pays Africains, la lutte contre la corruption et l'enrichissement illicite a semblé constituer l'essentiel de l'action gouvernementale. """"""","Photo: Pro Bottin le Kamalo kple Afrika du akpa gãtɔwo me la ,dziɖuɖuwo ƒe dɔ vevitɔ enye aʋahoho ɖe adzame kesinɔnu kpɔkpɔ kple zãnuɖuɖu ŋu",fra-ewe,afrolingu
ele eme be nyemenye nunyala abe Kant kple bubuawo ene o,"""""""A la différence que je ne suis pas aussi prolifique et intellectuellement structuré que ce grand philosophe de l'école kantienne et que l'intelligentsia tchadienne n'est pas""""€¦ ok, j'arrête"""" ! website * La télévision de papa c'est fini. """"""",ewe-fra,afrolingu
Gli nyea wu enu. Ame si agbɔ gbã la ayi paradiso me.,Mon conte est fini ; celui qui respire le premier ira au paradis.,ewe-fra,afrolingu
ele dukplɔlawo ƒe akɔdada ƒe dzidzenu dzi,"""C'est taillé sur mesure pour la présidentielle. """"""",ewe-fra,afrolingu
agbãlɛ ɖeka si mexlẽna le gbedodoɖa megbe enye Coran ƒe tɔtrɔ le Frãsɛgbeme,"Le seul livre que je lis parfois juste après la prière de fajr, c'est la traduction en français du Coran,",ewe-fra,afrolingu
Et cela lui réussit plutôt super bien,Eye ewɔa esia nyuie hã.,fra-ewe,mafand
wogblɔ « Les pêcheurs » to Ben ƒe gbe kple eƒe nukpɔ susu esime woxɔ ƒe asiéké,"« Les pêcheurs » est conté avec la voix et la perception de Ben alors âgé de 9 ans,",ewe-fra,afrolingu
"Enyo, nenie le asi wó","Okay, tu as combien ?,",ewe-fra,afrolingu
"Le 26 septembre dans le XVIIe arrondissement de Paris Anne Hidalgo inaugurera un jardin nommé « mulâtresse » Solitude, ainsi qu’une statue consacrée à ladite personne","Le anyɔnyɔ 26 lia dzi le Paris ƒe kɔmama XVII lia la wokpe abɔ aɖe si dzi woda ŋkɔ ɖo be ""Mulatresse Solitude"" kple kpetata aɖe si wowɔ na nenem me siae.",fra-ewe,mafand
"Cette pratique lui assurait, à lui et à ses comparses, de quoi s’offrir des caprices",esia na be ekple etɔwo te ŋu wɔa nu trama aɖewo,fra-ewe,afrolingu
"""""""Il semble dire que ces gens là ne valent vraiment rien pour lui, pas question de leur adresser le parole. """"""",woƒe nya le eteƒe gake gake kuɣi aɖewo gaku ɖe eŋu,fra-ewe,afrolingu
"Ce n'est pas pour vous donner des directives pour essayer de devenir mon amoureux même si ça en a l'air,",menye be mana mi mɔ siwo dzi miato anye nye lɔlɔ̃tɔ o,fra-ewe,afrolingu
Woagade teƒe geɖewo xɔ le woƒe mɔnukpɔkpɔ na dɔa xɔxɔ nue.,Il s’agira d’annoncer de nouvelles restrictions suivant les zones géographiques,ewe-fra,mafand
ke akɔ adzenya kple xɔsegbadowo de akpo ɖeka me la nye vodada elabena eɖo tameusus ɖi xoxo,"""""""Ainsi, il est écrit : """"« Soyez soumis à toute institution humaine pour le Seigneur""",ewe-fra,afrolingu
kakaɖe ameɖokui dzi kple ameɖokui dzesi koe ana be míaɖe ŋutete siwo le míme la ɖe go,"""""""La confiance en soi, la connaissance de soi et l'acception de sa personne sont les fondamentaux de l'accomplissement du potentiel de chaque individu. """"""",ewe-fra,afrolingu
Dɔwɔƒe si ta kpɔm wole le Bouake la xɔa ɖetugbui kple nyɔnu alafa siwo ɖo ƒe 10 yi 30,"""""""« Quelles solutions pour transmettre de meilleures compétences"""" (meilleures par rapport à quoi ?)"""" aux jeunes"""" (quelle est la tranche d'âge ?)"""" africains"""" (d'où ? Ont-ils tous les mêmes besoins ?)"""" afin de les aider à se préparer à l'économie numérique (est-elle d'actualité chez eux ?) et aux emplois de demain"""" (lesquels ?)"""" ? """"» Presque toutes les questions qui portent sur l'Afrique souffrent du même mal : elles sont vagues.""",ewe-fra,afrolingu
Lala wo si nye nye mɔzɔla,"Lalla, ma travel buddy",ewe-fra,afrolingu
Esiae nye nususue si le wosi home ne woɖe fẽwo katã ɖa lae.,"C’est l’équivalent de la valeur nette comptable de leurs actifs, en se basant sur les données compilées à partir de celles de Forbes et du Bloomberg billionnaires index",ewe-fra,mafand
Donne moi la main.,Do wo asi ɖam.,fra-ewe,afrolingu
Le sasrakpɔ eve me la ekpɔ alesi wode ŋgɔ le afi siwo womelɔnae le tsã la oe.,"Entre deux visites, il a pu prendre la mesure de sa cote de popularité dans les régions où il n’était pas forcément en odeur de sainteté il y a quelques mois seulement",ewe-fra,mafand
"Vous connaissez ce genre de moments où le temps se fige, où tout le monde a le souffle suspendu et les yeux rivés sur une scène particulière,",mienya ɣeyiyi ma si miakpɔ nuwo megale zɔzɔm o eye amesiame ahe ŋuku ɖe dz fefe ɖeka dzi,fra-ewe,afrolingu
mele nya aɖeke gblɔm o,Elle ne disait mot,ewe-fra,afrolingu
"Et Kalilou, accompagné du chien, du chat et du vautour, à qui il avait sauvé la vie, reprit sa route.","Eye Kalilu, avu, dadi kple kãga woyi mɔzɔzɔa dzi.",fra-ewe,afrolingu
mayɔ wo le kwasiɖaa me miaɖu nu,Je te fais signe en semaine pour qu’on mange ensemble,ewe-fra,afrolingu
"Instagram et Twitter ont été prises d’assaut par une vidéo virale du chanteur nigérian David Adeleka, connu sous le nom de Davido jouant du tambour dans une église",Instagram be mienya esiwo gbɔna la elabe tsigɔŋ la nya mai ale gbegbe.,fra-ewe,mafand
eƒe awudodowo trɔ zu atakpuivi aɖe kple dziwui aɖe ko,"Son costume a laissé place à un short couleur kaki et à un t-shirt noir,",ewe-fra,afrolingu
"À l’origine de cet étrange phénomène qui rendait fous les habitants, une vielle télévision",wobe televiziɔ̃n xoxo aɖee nye kuxi le nua megbe,fra-ewe,afrolingu
nenye be wogaɖo kuɣi geɖewo hã la ŋutete le dumegãwo si be woakpɔ ŋuɖoɖo na kuɣiawo la,"""""""Attaqué, objet de manoeuvres multiples de déstabilisation multiformes de la part d'acteurs poursuivant des objectifs variables (idéologiques, politiques, économiques, criminels), le décideur politique a certes le devoir impérieux de défendre le Pays. """"""",ewe-fra,afrolingu
"Il lui écrit un mail de remerciements et elle lui propose de déjeuner ensemble,",edakpe nae eye wogblɔ nae be yé woado go,fra-ewe,afrolingu
Elle ne devait pas s’attendre à toute la série de questions qui l’a accueillie,menɔ te kpɔ biabia gbogbo mawo si kpee la o,fra-ewe,afrolingu
"L’été prochain, il aura égalisé avec Rexach et Xavi, les joueurs ayant joué le plus grand nombre de saisons avec le club catalan : 17",Dziɖuɖu kple dɔwɔƒe nɔɖokuisiwo le aɖaŋunuwo dam ɖe titinasukuwo gake miegale megbe tim kokoko le nya siawo me.,fra-ewe,mafand
"Qu’il s’agisse de son enfance, son adolescence ou même du monde du cinéma, Gabrielle Union a rencontré bon nombre de challenges liés à la couleur de sa peau mais aussi liés au fait qu’elle soit une femme",eɖa nye eƒe ɖevime oalo tsitsime alo cinemanyawo mee o,fra-ewe,afrolingu
Ekpe ɖe dɔwɔƒeɖola 10 000 aɖewo ŋu tso esime woɖui eye woɖo yaʋaladzidɔwɔƒe hede gã dɔlar miliɔ̃ 100emee.,"Depuis sa création, la Fondation a financé un peu moins de 10 000 entrepreneurs et créé un écosystème numérique de plus d’un million dans le cadre de son engagement de 100 millions de dollars américains sur dix ans dans le cadre du programme d’entrepreneuriat TEF",ewe-fra,mafand
eƒe Doctorat ɖaseɖigbãlɛ xɔxɔ megale vevie nae o elabena ekpɔe be yeƒe agbe le nyuie,"Sa thèse de doctorat ne la préoccupe plus parce qu'elle estime avoir une vie parfaite,",ewe-fra,afrolingu
anye ne trevor gblɔ alesie wova trɔ hezu nukokuidoname lae hafi ke hã mixlẽ agbalẽa faa,"J’aurais beaucoup aimé que Trevor nous raconte comment sa vie a pris un tournant différent pour qu’il se retrouve à se produire en tant qu’humoriste mais même sans ces détails, je vous recommande absolument « Born a crime",ewe-fra,afrolingu
